partyfacts_id,field,value,value_clean
907,ideology,"{{ubl|class|=|nowrap
 | [[Communism]]
 | [[Marxism–Leninism]]|ref|{{cite news |author=Ilan Lior |url=http://www.haaretz.com/news/israeli-elections-2013/israeli-elections-news-features/mk-dov-khenin-netanyahu-government-is-dangerous-for-israel-1.494332 |title=MK Dov Khenin: Netanyahu government is dangerous for Israel |newspaper=Haaretz |date=16 January 2013 |access-date=26 June 2015}}|</ref>|
 | [[Alter-globalization]]|ref|{{cite news |author=Dalia Shehori |url=http://www.haaretz.com/news/features/he-ll-wage-war-on-globalization-and-global-warming-1.22398 |title=He'll wage war on globalization and global warming |newspaper=Haaretz |date=13 January 2003 |access-date=26 June 2015}}|</ref>|
 | [[Non-Zionism]]}}","{{ubl|class|=|nowrap
 | [[Communism]]
 | [[Marxism–Leninism]]|ref|{{cite news |author=Ilan Lior |url=http://www.haaretz.com/news/israeli-elections-2013/israeli-elections-news-features/mk-dov-khenin-netanyahu-government-is-dangerous-for-israel-1.494332 |title=MK Dov Khenin: Netanyahu government is dangerous for Israel |newspaper=Haaretz |date=16 January 2013 |access-date=26 June 2015}}|</ref>|
 | [[Alter-globalization]]|ref|{{cite news |author=Dalia Shehori |url=http://www.haaretz.com/news/features/he-ll-wage-war-on-globalization-and-global-warming-1.22398 |title=He'll wage war on globalization and global warming |newspaper=Haaretz |date=13 January 2003 |access-date=26 June 2015}}|</ref>|
 | [[Non-Zionism]]}}"
907,position,[[Far-left politics|Far-left]],[[Far-left politics|Far-left]]
770,ideology,[[Zionism]]<br />[[Social liberalism]],[[Zionism]]<br />[[Social liberalism]]
770,position,[[Centrism|Centre]],[[Centrism|Centre]]
3122,ideology,[[Revisionist Zionism]] <br> [[Left-wing nationalism]] <br> [[Avraham Stern|Sternism]],[[Revisionist Zionism]] <br> [[Left-wing nationalism]] <br> [[Avraham Stern|Sternism]]
396,ideology,[[Labor Zionism]]<br>[[Secularism]]<br /> [[Social democracy]],[[Labor Zionism]]<br>[[Secularism]]<br /> [[Social democracy]]
396,position,[[Centre-left politics|Centre-left]],[[Centre-left politics|Centre-left]]
22,ideology,[[Sephardic Jews|Sephardic]] and [[Mizrahi Jews|Mizrahi]] interests,[[Sephardic Jews|Sephardic]] and [[Mizrahi Jews|Mizrahi]] interests
22,position,[[Centrism|Center]],[[Centrism|Center]]
557,ideology,[[Liberalism]] <br />[[Economic liberalism]]<br />[[Civil libertarianism]] <br />[[Secularism]] <br /> [[Anti-clericalism]] <br />[[Zionism#Liberal Zionism|Liberal Zionism]],[[Liberalism]] <br />[[Economic liberalism]]<br />[[Civil libertarianism]] <br />[[Secularism]] <br /> [[Anti-clericalism]] <br />[[Zionism#Liberal Zionism|Liberal Zionism]]
557,position,[[Centre-left]] <small>(pre-1999)</small> <br />[[Centrism|Centre]] <small>(1999–)</small>,[[Centre-left]] <small>(pre-1999)</small> <br />[[Centrism|Centre]] <small>(1999–)</small>
1616,ideology,[[Israeli Arab]] interest,[[Israeli Arab]] interest
1394,ideology,[[Conservatism]]<br/>[[Zionism]],[[Conservatism]]<br/>[[Zionism]]
1394,position,[[Right-wing]],[[Right-wing]]
455,ideology,"{{ubl|class|=|nowrap|
 |[[Zionism]]|ref| name=zionism|{{cite news|url=http://www.israelnationalnews.com/News/News.aspx/135611|title=Hareidi Party Joins WZO|date=20 January 2010|access-date=29 August 2019|work=[[Arutz Sheva]]}}|</ref>|
 |[[Populism]]
 |[[Social conservatism]]|ref|{{cite book|title=The Progressive Alliance and the 2017 General Election: All Together Now|first=Barry|last=Langford|year=2017|publisher=Biteback Publishing|quote=the socially conservative Shas}}|</ref>|ref|{{cite web|url= https://eipa.eu.com/category/information-centre/political-system/political-parties/|access-date=10 May 2020|work=Europe-Israel Press Association|title=Political Parties as of 2013}}|</ref>|
 |[[Conservatism#Religious conservatism|Religious conservatism]]|ref|{{cite book |author=Dani Filc |year=2010 |title=The Political Right in Israel: Different Faces of Jewish Populism |publisher=Routledge |series=Routledge Studies on the Arab-Israeli Conflict |page=79 |isbn=978-0415488303}}|</ref>|
 |[[Economic egalitarianism]]
 |[[Sephardic Jews|Sephardic]] and [[Mizrahi Jews|Mizrahi]] interests
 |[[Ultra-Orthodox|Haredi]] interests|ref| name=bbc|{{cite news |title=Guide to Israel's political parties |date=21 January 2013 |url=https://www.bbc.co.uk/news/world-middle-east-21073450 |publisher=BBC News |access-date=28 June 2015}}|</ref>|ref| name=washpost|{{cite news |author=Ishaan Tharoor |date=14 March 2015 |work=The Washington Post |url=https://www.washingtonpost.com/blogs/worldviews/wp/2015/03/13/these-are-the-political-parties-battling-for-israels-future/ |title=A guide to the political parties battling for Israel's future |access-date=28 June 2015}}|</ref>|
 |'''Until 2010:'''|ref| name=zionism |
 |[[Non-Zionism#Haredi non-Zionism|Haredi non-Zionism]]|ref| name="":0""|{{Cite book|last=Stanislawski|first=Michael|url=https://books.google.com/books?id=jRs1DQAAQBAJ&q=Shomrei+Sefarad&pg=PA99|title=Zionism: A Very Short Introduction|date=2017|publisher=Oxford University Press|isbn=978-0-19-976604-8|language=en}}|</ref>}}","{{ubl|class|=|nowrap|
 |[[Zionism]]|ref| name=zionism|{{cite news|url=http://www.israelnationalnews.com/News/News.aspx/135611|title=Hareidi Party Joins WZO|date=20 January 2010|access-date=29 August 2019|work=[[Arutz Sheva]]}}|</ref>|
 |[[Populism]]
 |[[Social conservatism]]|ref|{{cite book|title=The Progressive Alliance and the 2017 General Election: All Together Now|first=Barry|last=Langford|year=2017|publisher=Biteback Publishing|quote=the socially conservative Shas}}|</ref>|ref|{{cite web|url= https://eipa.eu.com/category/information-centre/political-system/political-parties/|access-date=10 May 2020|work=Europe-Israel Press Association|title=Political Parties as of 2013}}|</ref>|
 |[[Conservatism#Religious conservatism|Religious conservatism]]|ref|{{cite book |author=Dani Filc |year=2010 |title=The Political Right in Israel: Different Faces of Jewish Populism |publisher=Routledge |series=Routledge Studies on the Arab-Israeli Conflict |page=79 |isbn=978-0415488303}}|</ref>|
 |[[Economic egalitarianism]]
 |[[Sephardic Jews|Sephardic]] and [[Mizrahi Jews|Mizrahi]] interests
 |[[Ultra-Orthodox|Haredi]] interests|ref| name=bbc|{{cite news |title=Guide to Israel's political parties |date=21 January 2013 |url=https://www.bbc.co.uk/news/world-middle-east-21073450 |publisher=BBC News |access-date=28 June 2015}}|</ref>|ref| name=washpost|{{cite news |author=Ishaan Tharoor |date=14 March 2015 |work=The Washington Post |url=https://www.washingtonpost.com/blogs/worldviews/wp/2015/03/13/these-are-the-political-parties-battling-for-israels-future/ |title=A guide to the political parties battling for Israel's future |access-date=28 June 2015}}|</ref>|
 |'''Until 2010:'''|ref| name=zionism |
 |[[Non-Zionism#Haredi non-Zionism|Haredi non-Zionism]]|ref| name="":0""|{{Cite book|last=Stanislawski|first=Michael|url=https://books.google.com/books?id=jRs1DQAAQBAJ&q=Shomrei+Sefarad&pg=PA99|title=Zionism: A Very Short Introduction|date=2017|publisher=Oxford University Press|isbn=978-0-19-976604-8|language=en}}|</ref>}}"
455,position,''Social:'' [[Right-wing politics|Right-wing]] <br>''Fiscal:'' [[Centre-left]],''Social:'' [[Right-wing politics|Right-wing]] <br>''Fiscal:'' [[Centre-left]]
7858,ideology,"{{ubl|class|=|nowrap|
 |[[Zionism]]
 |[[Economic liberalism]]
 |[[National liberalism]]
 |[[Conservative liberalism]]}}","{{ubl|class|=|nowrap|
 |[[Zionism]]
 |[[Economic liberalism]]
 |[[National liberalism]]
 |[[Conservative liberalism]]}}"
7858,position,[[Centrism|Centre]] to [[centre-right]],[[Centrism|Centre]] to [[centre-right]]
638,ideology,[[Ultranationalism]] <br>[[Settler]] interests<br />[[Revisionist Zionism]],[[Ultranationalism]] <br>[[Settler]] interests<br />[[Revisionist Zionism]]
638,position,[[Right-wing]] to [[Far-right politics|far-right]],[[Right-wing]] to [[Far-right politics|far-right]]
3147,ideology,"{{ubl|class|=|nowrap|
 |[[Arab nationalism]]|ref| name=""Israel Hayom""|{{cite web|url=https://www.israelhayom.com/opinions/who-are-the-real-anti-zionists-in-israel/|title=Who are the real anti-Zionists in Israel?|date=23 November 2019|access-date=29 January 2021|author=Jonathan S. Tobin|work=[[Israel Hayom]]}}|</ref>|ref| name=""JTA""|{{cite web|url=https://www.jta.org/quick-reads|title=Israel's four main Arab political parties, after split, will again run as a bloc|date=29 July 2019|access-date=29 January 2021|author=Marcy Oster|work=[[Jewish Telegraphic Agency]]}}|</ref>|
 |[[Arab citizens of Israel|Israeli Arab]] interests
 |[[Secularism]]|ref| name=""MEE""|ref| name=""Israel Hayom""|ref| name=""JTA""|
 |[[Two-state solution]]}}","{{ubl|class|=|nowrap|
 |[[Arab nationalism]]|ref| name=""Israel Hayom""|{{cite web|url=https://www.israelhayom.com/opinions/who-are-the-real-anti-zionists-in-israel/|title=Who are the real anti-Zionists in Israel?|date=23 November 2019|access-date=29 January 2021|author=Jonathan S. Tobin|work=[[Israel Hayom]]}}|</ref>|ref| name=""JTA""|{{cite web|url=https://www.jta.org/quick-reads|title=Israel's four main Arab political parties, after split, will again run as a bloc|date=29 July 2019|access-date=29 January 2021|author=Marcy Oster|work=[[Jewish Telegraphic Agency]]}}|</ref>|
 |[[Arab citizens of Israel|Israeli Arab]] interests
 |[[Secularism]]|ref| name=""MEE""|ref| name=""Israel Hayom""|ref| name=""JTA""|
 |[[Two-state solution]]}}"
3147,position,[[Big tent]] <br>'''Factions:'''<br>[[Centre-left politics|Centre-left]] to [[Left-wing politics|left-wing]],[[Big tent]] <br><br>[[Centre-left politics|Centre-left]] to [[Left-wing politics|left-wing]]
1380,ideology,[[Liberalism]] <br>[[Reformism]] <br>[[Zionism]],[[Liberalism]] <br>[[Reformism]] <br>[[Zionism]]
1380,position,[[Centrism|Center]],[[Centrism|Center]]
745,ideology,[[Zionism]]<br>[[Agrarianism]]<br />[[Nationalism]]<br />[[Economic liberalism]]<br />[[Secularism in Israel|Secularism]],[[Zionism]]<br>[[Agrarianism]]<br />[[Nationalism]]<br />[[Economic liberalism]]<br />[[Secularism in Israel|Secularism]]
745,position,[[Right-wing]],[[Right-wing]]
999,position,[[Centrism|Centre]],[[Centrism|Centre]]
3274,ideology,[[Orthodox Judaism|Orthodox]] interests<br />[[Religious conservatism]]<br />[[Religious Zionism]]<br />[[Social conservatism]]<br>[[National conservatism]],[[Orthodox Judaism|Orthodox]] interests<br />[[Religious conservatism]]<br />[[Religious Zionism]]<br />[[Social conservatism]]<br>[[National conservatism]]
3274,position,[[Right-wing]] to [[far-right]],[[Right-wing]] to [[far-right]]
1075,ideology,"{{ubl|class|=|nowrap|
 |[[Ashkenazi Jews|Ashkenazi]] [[Haredi]] interests|ref|{{cite news |author=<!--Staff writer(s); no by-line.--> |title=Guide to Israel's political parties |url=https://www.bbc.co.uk/news/world-middle-east-21073450 |work=BBC News |date=21 January 2013 |access-date=28 June 2015}}|</ref>|ref|{{cite news |last=Tharoor |first=Ishaan |date=14 March 2015 |title=A guide to the political parties battling for Israel's future |url=https://www.washingtonpost.com/news/worldviews/wp/2015/03/13/these-are-the-political-parties-battling-for-israels-future/?noredirect=on |work=The Washington Post |access-date=28 June 2015}}|</ref>|
 |[[Conservatism#Religious conservatism|Religious conservatism]]
 |[[Social conservatism]]
 |[[Non-Zionism#Haredi non-Zionism|Haredi non-Zionism]]}}","{{ubl|class|=|nowrap|
 |[[Ashkenazi Jews|Ashkenazi]] [[Haredi]] interests|ref|{{cite news |author=<!--Staff writer(s); no by-line.--> |title=Guide to Israel's political parties |url=https://www.bbc.co.uk/news/world-middle-east-21073450 |work=BBC News |date=21 January 2013 |access-date=28 June 2015}}|</ref>|ref|{{cite news |last=Tharoor |first=Ishaan |date=14 March 2015 |title=A guide to the political parties battling for Israel's future |url=https://www.washingtonpost.com/news/worldviews/wp/2015/03/13/these-are-the-political-parties-battling-for-israels-future/?noredirect=on |work=The Washington Post |access-date=28 June 2015}}|</ref>|
 |[[Conservatism#Religious conservatism|Religious conservatism]]
 |[[Social conservatism]]
 |[[Non-Zionism#Haredi non-Zionism|Haredi non-Zionism]]}}"
1075,position,[[Right-wing politics|Right-wing]],[[Right-wing politics|Right-wing]]
3128,ideology,"{{ubl|class|=|nowrap|
 |[[Liberalism in Israel|Liberalism]]|ref| name=""DW""|{{cite news |first=Günther |last=Birkenstock |title=Yair Lapid, the big winner in Israel's elections |publisher=Deutsche Welle |date=24 January 2013 |url=http://www.dw.de/yair-lapid-the-big-winner-in-israels-elections/a-16546766 |access-date=26 January 2013}}|</ref>|
 |[[Secularism]]|ref| name=""Secularists""|{{cite news |author= Jodi Rudoren |date=29 January 2013 |url=https://www.nytimes.com/2013/01/29/world/middleeast/israeli-secularists-find-their-voice-in-yair-lapid.html?pagewanted=all |title=Israeli Secularists Appear to Find Their Voice |newspaper=The New York Times |page=A4 |access-date=19 September 2013}}|</ref>| 
 |[[Anti-clericalism]]|ref|{{Cite journal|url=https://www.tandfonline.com/doi/abs/10.1080/17457289.2020.1727483|doi = 10.1080/17457289.2020.1727483|title = Unnatural partners: Coalescence in Israeli local government|year = 2020|last1 = Tuttnauer|first1 = Or|last2 = Friedman|first2 = Avital|journal = Journal of Elections, Public Opinion and Parties|volume = 30|issue = 3|pages = 358–378|s2cid = 214067041}}|</ref>|
 |[[Third Way]]|ref|{{cite news |url=https://www.tabletmag.com/sections/israel-middle-east/articles/yair-lapid-interview-may-2020|title=Q&A: Israeli Opposition Leader Yair Lapid|last=Rosenberg |first=Yair|date=27 May 2020}}|</ref>|
 |[[Zionism#Liberal Zionism|Liberal Zionism]]|ref|{{cite news |author=Carlo Strenger |author-link=Carlo Strenger |url=http://www.haaretz.com/blogs/strenger-than-fiction/.premium-1.578511 |title=Israel today: a society without a center |publisher=Haaretz |date=7 March 2014 |access-date=14 June 2015}}|</ref>|ref|{{cite book |url=http://www.fnst-jerusalem.org/wp-content/uploads/2013/11/dror_book.pdf |title=A Liberal Upheaval: From the General Zionists to the Liberal Party (pre-book dissertation) |author=Dror Zeigerman |publisher=Friedrich Naumann Foundation for Liberty |date=2013 |url-status=dead |archive-url=https://web.archive.org/web/20150402102632/http://www.fnst-jerusalem.org/wp-content/uploads/2013/11/dror_book.pdf |archive-date=2 April 2015 }}|</ref>| 
 |[[Two-state solution]]|ref| name=""nana10""|{{cite news |url=http://news.nana10.co.il/Article/?ArticleID=894279 |publisher=nana10 |script-title=he:ברשימת מייסדי מפלגתו של לפיד: סופר וג'ודוקא |language=he |trans-title=On the list of the founders of the party of Lapid: writer and judoka |date=3 May 2012 |access-date=19 September 2013}}|</ref>|ref| name=""Yori Yanover""|{{cite news |author=Yori Yanover |url=http://www.jewishpress.com/news/politics/new-party-12-seats-projected-in-polls-includes-chairman-lapids-makeup-artist-karate-trainer/2012/05/04/0/?print |title=Newest Israeli Party Includes Chairman's Makeup Artist, Karate Trainer |publisher=The Jewish Press |date=4 May 2012 |access-date=19 September 2013}}|</ref>}}","{{ubl|class|=|nowrap|
 |[[Liberalism in Israel|Liberalism]]|ref| name=""DW""|{{cite news |first=Günther |last=Birkenstock |title=Yair Lapid, the big winner in Israel's elections |publisher=Deutsche Welle |date=24 January 2013 |url=http://www.dw.de/yair-lapid-the-big-winner-in-israels-elections/a-16546766 |access-date=26 January 2013}}|</ref>|
 |[[Secularism]]|ref| name=""Secularists""|{{cite news |author= Jodi Rudoren |date=29 January 2013 |url=https://www.nytimes.com/2013/01/29/world/middleeast/israeli-secularists-find-their-voice-in-yair-lapid.html?pagewanted=all |title=Israeli Secularists Appear to Find Their Voice |newspaper=The New York Times |page=A4 |access-date=19 September 2013}}|</ref>| 
 |[[Anti-clericalism]]|ref|{{Cite journal|url=https://www.tandfonline.com/doi/abs/10.1080/17457289.2020.1727483|doi = 10.1080/17457289.2020.1727483|title = Unnatural partners: Coalescence in Israeli local government|year = 2020|last1 = Tuttnauer|first1 = Or|last2 = Friedman|first2 = Avital|journal = Journal of Elections, Public Opinion and Parties|volume = 30|issue = 3|pages = 358–378|s2cid = 214067041}}|</ref>|
 |[[Third Way]]|ref|{{cite news |url=https://www.tabletmag.com/sections/israel-middle-east/articles/yair-lapid-interview-may-2020|title=Q&A: Israeli Opposition Leader Yair Lapid|last=Rosenberg |first=Yair|date=27 May 2020}}|</ref>|
 |[[Zionism#Liberal Zionism|Liberal Zionism]]|ref|{{cite news |author=Carlo Strenger |author-link=Carlo Strenger |url=http://www.haaretz.com/blogs/strenger-than-fiction/.premium-1.578511 |title=Israel today: a society without a center |publisher=Haaretz |date=7 March 2014 |access-date=14 June 2015}}|</ref>|ref|{{cite book |url=http://www.fnst-jerusalem.org/wp-content/uploads/2013/11/dror_book.pdf |title=A Liberal Upheaval: From the General Zionists to the Liberal Party (pre-book dissertation) |author=Dror Zeigerman |publisher=Friedrich Naumann Foundation for Liberty |date=2013 |url-status=dead |archive-url=https://web.archive.org/web/20150402102632/http://www.fnst-jerusalem.org/wp-content/uploads/2013/11/dror_book.pdf |archive-date=2 April 2015 }}|</ref>| 
 |[[Two-state solution]]|ref| name=""nana10""|{{cite news |url=http://news.nana10.co.il/Article/?ArticleID=894279 |publisher=nana10 |script-title=he:ברשימת מייסדי מפלגתו של לפיד: סופר וג'ודוקא |language=he |trans-title=On the list of the founders of the party of Lapid: writer and judoka |date=3 May 2012 |access-date=19 September 2013}}|</ref>|ref| name=""Yori Yanover""|{{cite news |author=Yori Yanover |url=http://www.jewishpress.com/news/politics/new-party-12-seats-projected-in-polls-includes-chairman-lapids-makeup-artist-karate-trainer/2012/05/04/0/?print |title=Newest Israeli Party Includes Chairman's Makeup Artist, Karate Trainer |publisher=The Jewish Press |date=4 May 2012 |access-date=19 September 2013}}|</ref>}}"
